category,food_id,food_name,calcium,calories,carbohydrate,cholesterol,fat,fiber,iron,measurement_description,metric_serving_amount,metric_serving_unit,monounsaturated_fat,number_of_units,polyunsaturated_fat,potassium,protein,saturated_fat,serving_description,serving_id,serving_url,sodium,sugar,vitamin_a,vitamin_c,,,,,,
fast,1899,Brown and Serve Reduced Fat Turkey Sausage,31,200,10.77,58,10.3,0.3,1.8,g,100,g,3.876,100,2.541,207,17,2.871,100 g,50579,https://www.fatsecret.com/calories-nutrition/generic/turkey-sausage-reduced-fat-brown-and-serve-cooked?portionid=50579&portionamount=100.000,617,0,2,0,,,,,,
fast,37378,"""Beef Ribs (Large End", Lean Only, Trimmed to 0\ Fat, Select Grade, Cooked," Roasted)""",8,220,0,81,11.4,0,2.82,g,100,g,4.77,100,0.33,357,27.53,4.55,100 g,60109,https://www.fatsecret.com/calories-nutrition/usda/beef-ribs-(large-end-lean-only-trimmed-to-0-fat-select-grade-cooked-roasted)?portionid=60109&portionamount=100.000,73,,0,0,
fast,38467,"""Lamb Shoulder Arm (Trimmed to 1/4\ Fat", Choice Grade, Cooked," Braised)""",25,346,0,120,24,0,2.39,g,100,g,10.18,100,1.71,306,30.39,9.87,100 g,61198,https://www.fatsecret.com/calories-nutrition/usda/lamb-shoulder-arm-(trimmed-to-1-4-fat-choice-grade-cooked-braised)?portionid=61198&portionamount=100.000,72,,0,0,,,
fast,37379,"""Beef Ribs (Small End", Trimmed to 0\ Fat, Cooked," Broiled)""",20,249,0,111,14.74,0,1.75,g,100,g,6.034,100,0.547,340,27.27,5.72,100 g,60110,https://www.fatsecret.com/calories-nutrition/usda/beef-ribs-(small-end-trimmed-to-0-fat-cooked-broiled)?portionid=60110&portionamount=100.000,56,0,0,0,,,
fast,37361,"""Beef Brisket (Flat Half", Trimmed to 0\ Fat, Cooked," Braised)""",19,213,0,40,8.01,0,2.76,g,100,g,3.444,100,0.296,264,32.9,3.152,100 g,60092,https://www.fatsecret.com/calories-nutrition/usda/beef-brisket-(flat-half-trimmed-to-0-fat-cooked-braised)?portionid=60092&portionamount=100.000,54,0,0,0,,,
fast,38450,"""Lamb Loin (Lean Only", Trimmed to 1/4\ Fat, Choice Grade, Cooked," Broiled)""",19,216,0,95,9.73,0,2,g,100,g,4.26,100,0.64,376,29.99,3.48,100 g,61181,https://www.fatsecret.com/calories-nutrition/usda/lamb-loin-(lean-only-trimmed-to-1-4-fat-choice-grade-cooked-broiled)?portionid=61181&portionamount=100.000,84,0,0,0,,
fast,37362,"""Beef Brisket (Flat Half", Lean Only, Trimmed to 0\ Fat, Cooked," Braised)""",16,205,0,69,6.99,0,2.82,g,100,g,2.978,100,0.244,267,33.26,2.647,100 g,60093,https://www.fatsecret.com/calories-nutrition/usda/beef-brisket-(flat-half-lean-only-trimmed-to-0-fat-cooked-braised)?portionid=60093&portionamount=100.000,54,0,0,0,,
fast,37363,"""Beef Brisket (Point Half", Trimmed to 0\ Fat, Cooked," Braised)""",8,358,0,92,28.5,0,2.34,g,100,g,12.7,100,0.96,233,23.53,11.24,100 g,60094,https://www.fatsecret.com/calories-nutrition/usda/beef-brisket-(point-half-trimmed-to-0-fat-cooked-braised)?portionid=60094&portionamount=100.000,68,,0,0,,,
fast,37364,"""Beef Brisket (Point Half", Lean Only, Trimmed to 0\ Fat, Cooked," Braised)""",6,244,0,91,13.8,0,2.79,g,100,g,6.46,100,0.36,273,28.05,5.18,100 g,60095,https://www.fatsecret.com/calories-nutrition/usda/beef-brisket-(point-half-lean-only-trimmed-to-0-fat-cooked-braised)?portionid=60095&portionamount=100.000,77,,0,0,,
salads,6275,Chinese Cabbage Salad with Dressing,68,91,5.34,0,7.81,1,0.39,g,100,g,1.457,100,3.646,209,1.13,0.999,100 g,54955,https://www.fatsecret.com/calories-nutrition/generic/cabbage-chinese-salad-with-dressing?portionid=54955&portionamount=100.000,150,3.89,17,22.4,,,,,,
salads,2672,Crab Salad Made with Imitation Crab,37,190,9.93,37,12.64,0.4,0.37,g,100,g,3.107,100,6.872,205,8.75,1.918,100 g,51352,https://www.fatsecret.com/calories-nutrition/generic/crab-salad-made-with-imitation-crab?portionid=51352&portionamount=100.000,836,0.8,22,0.6,,,,,,
salads,2671,"""Shrimp Garden Salad (Shrimp", Eggs," Vegetables Excluding Tomato and Carrots)""",77,65,1.58,151,1.71,0.6,1.21,g,100,g,0.461,100,0.467,123,10.4,0.421,100 g,51351,https://www.fatsecret.com/calories-nutrition/generic/shrimp-garden-salad-(shrimp-eggs-vegetables-excluding-tomato-and-carrots)-no-dressing?portionid=51351&portionamount=100.000,353,0.96,26,3.8,,,,
salads,2670,"""Shrimp Garden Salad (Shrimp", Eggs, Tomato and/or Carrots," Other Vegetables)""",63,56,2.14,120,1.4,0.7,1.01,g,100,g,0.377,100,0.399,147,8.46,0.344,100 g,51350,https://www.fatsecret.com/calories-nutrition/generic/shrimp-garden-salad-(shrimp-eggs-tomato-and-or-carrots-other-vegetables)-no-dressing?portionid=51350&portionamount=100.000,283,1.33,40,5.6,,,
salads,6393,"""Lettuce Salad with Egg", Cheese, Tomato," and/or Carrots""",69,52,3.14,37,3.14,1.1,0.44,g,100,g,0.943,100,0.237,169,3.33,1.698,100 g,55073,https://www.fatsecret.com/calories-nutrition/generic/lettuce-salad-with-egg-cheese-tomato-and-or-carrots-with-or-without-other-vegetables-no-dressing?portionid=55073&portionamount=100.000,65,1.88,77,4.8,,,
salads,2669,Tuna Salad with Egg,18,196,6.26,64,12.93,0.4,1.06,g,100,g,3.379,100,6.525,162,13.71,2.191,100 g,51349,https://www.fatsecret.com/calories-nutrition/generic/tuna-salad-with-egg?portionid=51349&portionamount=100.000,365,2.73,44,0.9,,,,,,
salads,2668,Tuna Salad with Cheese,79,217,6.87,29,14.72,0.4,0.98,g,100,g,3.788,100,6.415,179,14.44,3.659,100 g,51348,https://www.fatsecret.com/calories-nutrition/generic/tuna-salad-with-cheese?portionid=51348&portionamount=100.000,500,3.34,51,0.9,,,,,,
salads,2666,Shrimp Salad,101,142,2.45,160,8.73,0.4,1.44,g,100,g,2.04,100,4.726,115,12.96,1.321,100 g,51346,https://www.fatsecret.com/calories-nutrition/generic/shrimp-salad?portionid=51346&portionamount=100.000,591,1.09,14,3.4,,,,,,
salads,2665,Tuna Salad,14,184,6.96,21,11.02,0.4,1.06,g,100,g,2.75,100,5.936,171,14.27,1.735,100 g,51345,https://www.fatsecret.com/calories-nutrition/generic/tuna-salad?portionid=51345&portionamount=100.000,388,3,28,1,,,,,,
salads,2663,Salmon Salad,129,195,3.09,101,14.19,0.6,0.85,g,100,g,3.942,100,6.365,239,13.16,2.751,100 g,51343,https://www.fatsecret.com/calories-nutrition/generic/salmon-salad?portionid=51343&portionamount=100.000,402,1.28,52,1.6,,,,,,
salads,2662,Lobster Salad,27,104,3.49,62,7.4,0.8,0.41,g,100,g,2.005,100,3.541,229,6.1,1.312,100 g,51342,https://www.fatsecret.com/calories-nutrition/generic/lobster-salad?portionid=51342&portionamount=100.000,319,1.9,53,6.9,,,,,,
salads,4840,"""Taco or Tostada Salad with Beef"," Cheese and Corn Chips""",75,156,9.82,26,9.37,1.3,1.01,g,100,g,3.385,100,1.813,258,8.58,3.216,100 g,53520,https://www.fatsecret.com/calories-nutrition/generic/taco-or-tostada-salad-with-beef-and-cheese-corn-chips?portionid=53520&portionamount=100.000,288,1.64,32,7.2,,,,,
salads,4841,"""Taco or Tostada Salad with Beef"," Beans and Cheese in Fried Flour Tortilla""",114,174,12.05,19,10.75,2.7,1.42,g,100,g,5.204,100,0.936,238,7.81,3.899,100 g,53521,https://www.fatsecret.com/calories-nutrition/generic/taco-or-tostada-salad-with-beef-beans-and-cheese-fried-flour-tortilla?portionid=53521&portionamount=100.000,415,1.27,39,4.6,,,,,
salads,5898,Caesar Salad with Romaine,86,170,6.52,40,14.17,1.5,1.25,g,100,g,9.166,100,1.699,202,5.03,2.656,100 g,54578,https://www.fatsecret.com/calories-nutrition/generic/caesar-salad-(with-romaine)?portionid=54578&portionamount=100.000,259,1.28,193,16.8,,,,,,
salads,6869,Pea Salad with Cheese,160,267,8.51,64,22.19,2.6,1.09,g,100,g,5.858,100,8.413,163,8.81,6.616,100 g,55549,https://www.fatsecret.com/calories-nutrition/generic/pea-salad-with-cheese?portionid=55549&portionamount=100.000,289,3.22,100,16.7,,,,,,
salads,5812,Potato Salad with Egg,14,136,15.96,46,7.05,1.5,0.46,g,100,g,1.929,100,3.365,295,2.77,1.24,100 g,54492,https://www.fatsecret.com/calories-nutrition/generic/potato-salad-with-egg?portionid=54492&portionamount=100.000,488,1.64,27,10.8,,,,,,
salads,3037652,Rice Salad with Tuna,44,213,24.66,30,9.22,2,1.8,g,100,g,5.486,100,1.229,149,7.97,1.991,100 g,2957759,https://www.fatsecret.com/calories-nutrition/generic/rice-salad-with-tuna?portionid=2957759&portionamount=100.000,431,1.69,30,8.1,,,,,,
salads,6868,Pea Salad,25,234,10.24,54,19.57,3.2,1.19,g,100,g,5.014,100,10.199,178,4.96,3.156,100 g,55548,https://www.fatsecret.com/calories-nutrition/generic/pea-salad?portionid=55548&portionamount=100.000,210,3.87,61,20.7,,,,,,
salads,5813,German Style Potato Salad,8,88,16.66,3,1.24,1.5,0.35,g,100,g,0.519,100,0.172,320,2.52,0.403,100 g,54493,https://www.fatsecret.com/calories-nutrition/generic/potato-salad-german-style?portionid=54493&portionamount=100.000,238,1.79,3,11,,,,,,
salads,5814,Potato Salad,10,134,17.7,3,6.67,1.6,0.38,g,100,g,1.689,100,3.601,316,1.67,1.016,100 g,54494,https://www.fatsecret.com/calories-nutrition/generic/potato-salad?portionid=54494&portionamount=100.000,356,1.7,12,12.1,,,,,,
salads,6284,Greek Salad,117,101,3.22,113,6.93,0.9,1.07,g,100,g,2.33,100,0.605,170,6.66,3.303,100 g,54964,https://www.fatsecret.com/calories-nutrition/generic/greek-salad?portionid=54964&portionamount=100.000,390,1.89,103,4.7,,,,,,
salads,6643,Yellow and/or Green String Beans Salad,23,76,9.95,0,3.04,3.5,1.03,g,100,g,0.648,100,1.406,168,2.87,0.482,100 g,55323,https://www.fatsecret.com/calories-nutrition/generic/bean-salad-yellow-and-or-green-string-beans?portionid=55323&portionamount=100.000,434,1.38,6,2.7,,,,,,
salads,6281,"""Lettuce Salad with Cheese"," Tomato and/or Carrots""",170,101,3.77,22,7.18,1.2,0.4,g,100,g,2.015,100,0.277,194,5.97,4.509,100 g,54961,https://www.fatsecret.com/calories-nutrition/generic/lettuce-salad-with-cheese-tomato-and-or-carrots-with-or-without-other-vegetables-no-dressing?portionid=54961&portionamount=100.000,154,2.11,190,5.8,,,,,
salads,6280,Lettuce Salad with Assorted Vegetables,21,15,3.14,0,0.15,1.1,0.28,g,100,g,0.011,100,0.048,162,0.74,0.021,100 g,54960,https://www.fatsecret.com/calories-nutrition/generic/lettuce-salad-with-assorted-vegetables-excluding-tomatoes-and-carrots-no-dressing?portionid=54960&portionamount=100.000,20,1.8,15,3.2,,,,,,
salads,6283,"""Seven-Layer Salad (Lettuce Salad Made with A Combination Of Onion", Celery, Green Pepper, Peas, Mayonnaise, Cheese," Eggs and/or Bacon)""",63,236,6.34,50,21.52,1.2,0.66,g,100,g,5.755,100,9.946,133,4.76,4.521,100 g,54963,https://www.fatsecret.com/calories-nutrition/generic/seven-layer-salad-(lettuce-salad-made-with-a-combination-of-onion-celery-green-pepper-peas-mayonnaise-cheese-eggs-and-or-bacon)?portionid=54963&portionamount=100.000,257,3.32,71,7.2
salads,2559,Puerto Rican Style Codfish Salad (Gazpacho De Bacalao),27,159,10.6,42,9.43,1.3,0.8,g,100,g,6.265,100,1.245,275,7.92,1.444,100 g,51239,https://www.fatsecret.com/calories-nutrition/generic/codfish-salad-puerto-rican-style-(gazpacho-de-bacalao)?portionid=51239&portionamount=100.000,378,1.63,26,9.9,,,,,,
salads,2677,"""Seafood Garden Salad with Seafood (Eggs", Tomato and/or Carrots," Other Vegetables)""",50,53,2.65,85,1.42,0.8,0.76,g,100,g,0.426,100,0.341,189,7.31,0.375,100 g,51357,https://www.fatsecret.com/calories-nutrition/generic/seafood-garden-salad-with-seafood-eggs-tomato-and-or-carrots-other-vegetables-no-dressing?portionid=51357&portionamount=100.000,171,1.56,71,6.7,,,,
salads,2676,"""Seafood Garden Salad with Seafood (Eggs"," Vegetables Excluding Tomato and Carrots)""",54,55,2.25,94,1.54,0.8,0.85,g,100,g,0.461,100,0.36,178,7.97,0.408,100 g,51356,https://www.fatsecret.com/calories-nutrition/generic/seafood-garden-salad-with-seafood-eggs-vegetables-excluding-tomato-and-carrots-no-dressing?portionid=51356&portionamount=100.000,185,1.27,46,10.4,,,,,
salads,35983,"""Tropical Fruit Salad (Pineapple Papaya Banana and Guava", Solids and Liquids, Heavy Syrup," Canned)""",13,86,22.36,0,0.1,1.3,0.52,g,100,g,0.018,100,0.032,131,0.41,0.019,100 g,58714,https://www.fatsecret.com/calories-nutrition/usda/tropical-fruit-salad-(pineapple-papaya-banana-and-guava-solids-and-liquids-heavy-syrup-canned)?portionid=58714&portionamount=100.000,2,,6,17.5,,,
salads,2675,"""Seafood Garden Salad with Seafood (Tomato and/or Carrots"," Other Vegetables)""",50,42,2.8,51,0.5,0.9,0.72,g,100,g,0.061,100,0.233,196,6.78,0.085,100 g,51355,https://www.fatsecret.com/calories-nutrition/generic/seafood-garden-salad-with-seafood-tomato-and-or-carrots-other-vegetables-no-dressing?portionid=51355&portionamount=100.000,176,1.6,62,7.3,,,,,
salads,2674,Seafood Garden Salad with Seafood (Vegetables Excluding Tomato and Carrots),53,41,2.46,51,0.51,1,0.83,g,100,g,0.055,100,0.234,190,6.83,0.085,100 g,51354,https://www.fatsecret.com/calories-nutrition/generic/seafood-garden-salad-with-seafood-vegetables-excluding-tomato-and-carrots-no-dressing?portionid=51354&portionamount=100.000,173,1.28,58,12.8,,,,,,
salads,6359,Cobb Salad with Dressing,47,125,4.52,57,9.58,2.1,0.65,g,100,g,4.072,100,1.91,268,6.23,2.551,100 g,55039,https://www.fatsecret.com/calories-nutrition/generic/cobb-salad-with-dressing?portionid=55039&portionamount=100.000,293,1.79,80,8.5,,,,,,
salads,6358,Cucumber Salad with Vinegar,14,33,7.3,0,0.08,0.5,0.24,g,100,g,0.004,100,0.039,123,0.5,0.023,100 g,55038,https://www.fatsecret.com/calories-nutrition/generic/cucumber-salad-made-with-cucumber-and-vinegar?portionid=55038&portionamount=100.000,236,5.34,3,2.4,,,,,,
salads,5547,Apple Salad with Dressing,19,177,10.96,5,15.03,2.3,0.38,g,100,g,3.214,100,9.003,143,1.5,2.018,100 g,54227,https://www.fatsecret.com/calories-nutrition/generic/apple-salad-with-dressing?portionid=54227&portionamount=100.000,87,7.31,16,3.5,,,,,,
salads,5548,Apple and Cabbage Salad with Dressing,21,131,9.72,5,10.49,2,0.33,g,100,g,2.604,100,5.703,144,0.77,1.595,100 g,54228,https://www.fatsecret.com/calories-nutrition/generic/apple-and-cabbage-salad-with-dressing?portionid=54228&portionamount=100.000,82,6.78,15,13.3,,,,,,
salads,3782349,Lettuce Salad with Tomato,17,17,3.64,0,0.17,1.3,0.33,g,100,g,0.027,100,0.099,199,0.87,0.032,100 g,3680483,https://www.fatsecret.com/calories-nutrition/generic/lettuce-salad-with-tomato-no-dressing?portionid=3680483&portionamount=100.000,16,2.24,63,7.6,,,,,,
salads,39890,"""Vegetable Salad (Tossed Without Dressing"," with Cheese and Egg)""",46,47,2.19,45,2.67,,0.31,g,100,g,0.81,100,0.219,171,4.04,1.371,100 g,62621,https://www.fatsecret.com/calories-nutrition/usda/vegetable-salad-(tossed-without-dressing-with-cheese-and-egg)?portionid=62621&portionamount=100.000,55,,48,4.5,,,,,
salads,5085,Macaroni or Pasta Salad with Egg,20,210,18.36,82,12.89,1.1,1,g,100,g,3.447,100,6.136,82,5.28,2.278,100 g,53765,https://www.fatsecret.com/calories-nutrition/generic/macaroni-or-pasta-salad-with-egg?portionid=53765&portionamount=100.000,451,2.03,47,0.6,,,,,,
salads,5086,Macaroni or Pasta Salad with Tuna,13,189,19.49,9,9.14,1.2,1.06,g,100,g,2.238,100,4.865,99,7.07,1.425,100 g,53766,https://www.fatsecret.com/calories-nutrition/generic/macaroni-or-pasta-salad-with-tuna?portionid=53766&portionamount=100.000,494,1.95,17,0.6,,,,,,
salads,6254,Mixed Salad Greens,48,17,3.2,0,0.24,2,1.16,g,100,g,0.008,100,0.114,291,1.52,0.038,100 g,54934,https://www.fatsecret.com/calories-nutrition/generic/mixed-salad-greens-raw?portionid=54934&portionamount=100.000,29,0.88,252,15.9,,,,,,
salads,5087,Macaroni or Pasta Salad with Crab Meat,26,188,19.87,18,9.43,1.2,0.97,g,100,g,2.295,100,4.998,108,6,1.446,100 g,53767,https://www.fatsecret.com/calories-nutrition/generic/macaroni-or-pasta-salad-with-crab-meat?portionid=53767&portionamount=100.000,489,1.99,15,1.1,,,,,,
salads,39892,"""Vegetable Salad (Tossed Without Dressing"," with Pasta and Seafood)""",17,91,7.67,12,5,,0.76,g,100,g,1.156,100,2.178,144,3.94,0.616,100 g,62623,https://www.fatsecret.com/calories-nutrition/usda/vegetable-salad-(tossed-without-dressing-with-pasta-and-seafood)?portionid=62623&portionamount=100.000,377,,76,9.2,,,,,
salads,6330,Spinach Salad,61,145,15.14,104,6.51,1.9,1.78,g,100,g,2.929,100,0.916,313,6.9,1.894,100 g,55010,https://www.fatsecret.com/calories-nutrition/generic/spinach-salad-no-dressing?portionid=55010&portionamount=100.000,307,1.73,179,8.7,,,,,,
salads,6297,Cabbage Salad or Coleslaw with Dressing,39,146,7.65,6,12.85,1.9,0.53,g,100,g,3.204,100,7.011,206,1.28,1.953,100 g,54977,https://www.fatsecret.com/calories-nutrition/generic/cabbage-salad-or-coleslaw-with-dressing?portionid=54977&portionamount=100.000,283,4.96,88,22.5,,,,,,
salads,5088,Macaroni or Pasta Salad with Shrimp,30,189,20.01,37,9.43,1.3,1.13,g,100,g,2.287,100,5.029,75,5.92,1.45,100 g,53768,https://www.fatsecret.com/calories-nutrition/generic/macaroni-or-pasta-salad-with-shrimp?portionid=53768&portionamount=100.000,555,2,15,1.2,,,,,,
salads,39891,with Chicken Without Dressing Tossed Vegetable Salad Fast Foods,17,48,1.71,33,1,,0.5,g,100,g,0.311,100,0.255,205,8,0.265,100 g,62622,https://www.fatsecret.com/calories-nutrition/usda/with-chicken-without-dressing-tossed-vegetable-salad-fast-foods?portionid=62622&portionamount=100.000,96,,24,8,,,,,,
salads,38089,Tuna Fish Salad,17,187,9.41,13,9.26,0,1,g,100,g,2.887,100,4.122,178,16.04,1.544,100 g,60820,https://www.fatsecret.com/calories-nutrition/usda/tuna-fish-salad?portionid=60820&portionamount=100.000,402,,24,2.2,,,,,,
salads,5089,Macaroni or Pasta Salad with Tuna and Egg,19,194,15.26,74,10.85,0.9,1.09,g,100,g,2.892,100,5.157,109,8.7,1.933,100 g,53769,https://www.fatsecret.com/calories-nutrition/generic/macaroni-or-pasta-salad-with-tuna-and-egg?portionid=53769&portionamount=100.000,432,1.68,42,0.5,,,,,,
salads,39894,"""Vegetable Salad (Without Dressing", with Turkey," Ham and Cheese)""",72,82,1.45,43,4.93,,0.6,g,100,g,1.585,100,0.443,123,7.98,2.508,100 g,62625,https://www.fatsecret.com/calories-nutrition/usda/vegetable-salad-(without-dressing-with-turkey-ham-and-cheese)?portionid=62625&portionamount=100.000,228,,45,5,,,,
salads,39893,"""Vegetable Salad (Tossed Without Dressing"," with Shrimp)""",25,45,2.8,76,1.05,,0.38,g,100,g,0.348,100,0.205,171,6.15,0.276,100 g,62624,https://www.fatsecret.com/calories-nutrition/usda/vegetable-salad-(tossed-without-dressing-with-shrimp)?portionid=62624&portionamount=100.000,207,,17,3.9,,,,,
salads,6291,Artichoke Salad in Oil,41,119,10.26,0,8.4,5,1.23,g,100,g,6.029,100,0.931,325,3.19,1.174,100 g,54971,https://www.fatsecret.com/calories-nutrition/generic/artichoke-salad-in-oil?portionid=54971&portionamount=100.000,87,0.91,8,9.2,,,,,,
salads,5084,Macaroni or Pasta Salad,13,202,22.98,5,10.63,1.4,0.98,g,100,g,2.611,100,5.676,74,3.76,1.638,100 g,53764,https://www.fatsecret.com/calories-nutrition/generic/macaroni-or-pasta-salad?portionid=53764&portionamount=100.000,522,2.3,17,0.7,,,,,,
salads,2603,Ham or Pork Salad,17,217,1.4,38,16.6,0.4,0.68,g,100,g,4.827,100,7.682,254,14.9,3.111,100 g,51283,https://www.fatsecret.com/calories-nutrition/generic/ham-or-pork-salad?portionid=51283&portionamount=100.000,887,0.54,19,0.8,,,,,,
salads,2334734,Russian Salad,25,122,6.68,0,10.45,1.5,0.62,g,100,g,6.103,100,3.11,199,0.96,0.758,100 g,2283344,https://www.fatsecret.com/calories-nutrition/generic/russian-salad?portionid=2283344&portionamount=100.000,183,2.75,53,8.3,,,,,,
salads,3215,Kidney Bean Salad,26,155,19.53,0,6.69,4.8,1.96,g,100,g,1.224,100,3.167,289,5.52,0.855,100 g,51895,https://www.fatsecret.com/calories-nutrition/generic/kidney-bean-salad?portionid=51895&portionamount=100.000,189,4.08,7,1.8,,,,,,
salads,2563,Shrimp and Pasta Garden Salad,36,56,6.22,41,1.53,1,0.76,g,100,g,0.329,100,0.678,134,4.52,0.242,100 g,51243,https://www.fatsecret.com/calories-nutrition/generic/shrimp-and-pasta-garden-salad-(shrimp-pasta-salad-tomato-and-or-carrots-other-vegetables)-no-dressing?portionid=51243&portionamount=100.000,273,1.75,30,6.7,,,,,,
salads,39975,Potato Salad Side Dish,14,114,13.53,60,6.03,,0.73,g,100,g,1.69,100,3.02,270,1.53,1.03,100 g,62706,https://www.fatsecret.com/calories-nutrition/usda/potato-salad-side-dish?portionid=62706&portionamount=100.000,328,,30,1.1,,,,,,
salads,6204,Tomato and Cucumber Salad with Oil and Vinegar,11,118,6.64,0,9.9,0.6,0.22,g,100,g,3.329,100,4.888,136,0.51,1.263,100 g,54884,https://www.fatsecret.com/calories-nutrition/generic/tomato-and-cucumber-salad-made-with-tomato-cucumber-oil-and-vinegar?portionid=54884&portionamount=100.000,213,5.06,13,4.9,,,,,,
salads,6328,"""Lettuce Salad with Avocado", Tomato," and/or Carrots""",18,52,5.3,0,3.46,2.7,0.38,g,100,g,2.244,100,0.487,272,1.13,0.507,100 g,55008,https://www.fatsecret.com/calories-nutrition/generic/lettuce-salad-with-avocado-tomato-and-or-carrots-with-or-without-other-vegetables-no-dressing?portionid=55008&portionamount=100.000,20,2.07,128,7.5,,,,
salads,6327,"""Broccoli Salad with Cauliflower", Cheese," Bacon Bits and Dressing""",113,281,11.36,22,23.93,1.7,0.5,g,100,g,6.094,100,10.941,168,6.18,5.575,100 g,55007,https://www.fatsecret.com/calories-nutrition/generic/broccoli-salad-with-cauliflower-cheese-bacon-bits-and-dressing?portionid=55007&portionamount=100.000,326,6.7,57,27.2,,,,
salads,36546,Potato Salad,19,143,11.17,68,8.2,1.3,0.65,g,100,g,2.48,100,3.737,254,2.68,1.429,100 g,59277,https://www.fatsecret.com/calories-nutrition/usda/potato-salad?portionid=59277&portionamount=100.000,529,,32,10,,,,,,
salads,6329,"""Lettuce Salad with Egg", Tomato," and/or Carrots""",28,53,3.63,104,2.73,1.2,0.54,g,100,g,1.018,100,0.42,197,3.73,0.826,100 g,55009,https://www.fatsecret.com/calories-nutrition/generic/lettuce-salad-with-egg-tomato-and-or-carrots-with-or-without-other-vegetables-no-dressing?portionid=55009&portionamount=100.000,52,2.19,170,5.5,,,,
salads,5097,"""Somen Salad with Noodles", Lettuce, Egg," Fish and Pork""",34,172,17.77,134,5.3,1.1,1.22,g,100,g,2.072,100,1.025,209,12.57,1.501,100 g,53777,https://www.fatsecret.com/calories-nutrition/generic/somen-salad-with-noodles-lettuce-egg-fish-and-pork?portionid=53777&portionamount=100.000,384,1.18,54,2.2,,,
